Title,Year,Mileage,Power,Price,Location,Image_URL
Suzuki SX4 1.6,2008,"200,000 km",79 kW (106 Hp),"4.500
 €",Карпош / Скопје,//reklama5.mk/photos/big/2cb23152-8d70-429c-adc2-733a13960466.jpg
Passat 2.0 Alltrack 4-Motion 2012,2012,"250,000 km",125 kW (168 Hp),"11.400
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/f5b37a2a-2c39-4299-b7d0-465b0b2c3178.jpg
Mercedes c220 w204,2007,"250,000 km",125 kW (168 Hp),"7.300
 €",Илинден / Скопје,//reklama5.mk/photos/big/a7e04ac1-a3c1-4858-a79f-a26506a8a832.jpg
Alfa 147 2009,2010,"140,000 km",77 kW (103 Hp),"2.600
 €",Тетово,//reklama5.mk/photos/big/802f58d8-7c28-4f84-a1a1-cb71b15fc413.jpg
PRODAVAM OPEL ASTRA H,2006,"250,000 km",74 kW (99 Hp),"2.400
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/7a71a38c-bc50-4d9d-a71b-c43921cc5741.jpg
Prodavam Land Rover,2015,"190,000 km",110 kW (148 Hp),"17.800
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/e5e4d2fc-bb89-46a9-aa13-7789fba4bf20.jpg
RENAULT MEGANE III 1.5DCI 110KS EXPRESSİON,2010,"190,000 km",81 kW (109 Hp),"4.500
 €",Карпош / Скопје,//reklama5.mk/photos/big/7e474c83-b97a-4dbd-9596-bba4e71a2ba0.jpg
VW GOLF 6 2.0 TDI 110KS HIGHLINE EURO5,2009,"190,000 km",81 kW (109 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/06f98bbc-f4fc-463f-a628-74da42f9ec46.jpg
"CH TOYOTA AYGO ( 2011 god.) FABRIKA *ZDRAVA KOSKA* C1,107",2011,"160,000 km",50 kW (67 Hp),"3.999
 €",Битола,//reklama5.mk/photos/big/de94973d-74c3-4a7b-b0d4-c4c8b7d0b5c5.jpg
AUDI A3 2.0 TDI 140KS FACELIFT EURO 5,2009,"190,000 km",103 kW (138 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/625fe9c1-12a7-440d-b867-477e9b79f9fa.jpg
"CH CITROEN C1 (2011 god) ZDRAV KOSKA *FABRIKA* ( AYGO,107)",2011,"190,000 km",50 kW (67 Hp),"3.850
 €",Битола,//reklama5.mk/photos/big/90fa9d66-fbc5-48cf-92d1-80116150dc76.jpg
Hyundai i20 Active Cross 2016 1.0 TGDI,2016,"100,000 km",73 kW (98 Hp),"9.600
 €",Илинден / Скопје,//reklama5.mk/photos/big/874a989b-5710-411f-bc47-71ed46fd8ebc.jpg
NISSAN QASHQAI +2 1.5 DCI 110KS FACELIFT EURO5 (PANORAMA),2012,"150,000 km",81 kW (109 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/095dda59-dcb7-43f6-81a4-21cae6a65be9.jpg
FIAT SEDICI 2.0 MULTIJET 135KS 4X4 FACELIFT EURO5,2011,"170,000 km",99 kW (133 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/817ce6bf-ab5e-453c-9a2f-6bdd018e8fe7.jpg
NISSAN JUKE 1.5 DCI 110KS ACCENTA EURO5,2013,"180,000 km",81 kW (109 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/d3bf6786-5a71-4e4b-bf40-d8cf0a4cfee6.jpg
Prodavam GOLF 5 Plus 1.9 tdi (BKC),2006,"300,000 km",77 kW (103 Hp),"4.400
 €",Аеродром / Скопје,//reklama5.mk/photos/big/35dc775a-b321-4622-b4f1-0f963915b5df.jpg
CITROEN C4 CACTUS 1.6 HDI 100KS EURO 6/LED,2016,"150,000 km",73 kW (98 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/4a351b38-52bd-424e-8926-0bbee5946f6c.jpg
VW GOLF 6 1.6 TDI 105KS COMFORTLINE EURO5,2011,"190,000 km",77 kW (103 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/15772a93-e895-4e00-80e7-7ee824f6f31e.jpg
FIAT PANDA 1.3 MULTIJET 75KS EURO5,2011,"160,000 km",55 kW (74 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/d730961a-27fa-4d31-972f-bbf264a5135a.jpg
FORD FOCUS 1.6 TDCI 109KS (TITANIUM) EURO5,2010,"150,000 km",80 kW (107 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/222c6976-ee13-4132-aebe-b6338d613321.jpg
MITSUBISHI LANCER 1.5 BENZIN,2009,"130,000 km",85 kW (114 Hp),"4.900
 €",Аеродром / Скопје,//reklama5.mk/photos/big/0077c7a4-2eac-4721-9531-cd4633a8bf6a.jpg
Se prodava golf 6 1.6tdi dsg 2011,2011,"200,000 km",77 kW (103 Hp),"1
 €",Карпош / Скопје,//reklama5.mk/photos/big/0abd61b0-ef9c-4ebe-8602-224ffb553bad.jpg
Se prodava KIA CEED,2007,"250,000 km",80 kW (107 Hp),"4.200
 €",Карпош / Скопје,//reklama5.mk/photos/big/34771fcd-9567-4752-892a-b3e8fbce73e5.jpg
MERCEDES C200 C 200 2010g.AVTOMATIK ZAMENA A4 A6 C220 E220,2010,"200,000 km",100 kW (134 Hp),"7.999
 €",Аеродром / Скопје,//reklama5.mk/photos/big/d3a50be9-e814-4d87-9244-9db108bb4474.jpg
PEUGEOT 2008 1.6 BLUE-HDI 75KS ALLURE/LED/EURO 6,2016,"170,000 km",55 kW (74 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/cc2eb9cd-e709-4ce7-84cb-e78974dddfcc.jpg
PEUGEOT 308 1.6 E-HDI 115KS ALLURE/LED/KAMERA EURO 5,2013,"150,000 km",85 kW (114 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/cd7095df-8f65-45f3-95f6-78a2b99f503e.jpg
BMW 118 D 143KS SPORT LINE LED/EURO 5,2012,"150,000 km",105 kW (141 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/07bbc4a6-d01d-4365-85a2-17907a4c9c8a.jpg
OPEL CORSA 1.2i 80KS  (TNG/ATEST PLIN),2010,"150,000 km",59 kW (79 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/41f38367-fba3-4f6d-bba1-26ad83df1821.jpg
Prodavam SEAT LEON FR 2.0TDI 170KS,2007,"200,000 km",125 kW (168 Hp),"1
 €",Кавадарци,//reklama5.mk/photos/big/9f3896b0-05c2-4ec2-960e-c4075d8e25ee.jpg
AUDI A5 COUPE AUTOMATIC S-line,2007,"200,000 km",140 kW (188 Hp),"5.999
 €",Кавадарци,//reklama5.mk/photos/big/05c65d10-9f36-4c27-9cd5-1e895f9e2b24.jpg
GOLF 5 2.0 TDI,2004,"250,000 km",103 kW (138 Hp),"3.850
 €",Чучер Сандево / Скопје,//reklama5.mk/photos/big/6d14ddc2-e00d-40bc-b1a1-c39e0f052ef1.jpg
Honda Civic,1997,"250,000 km",55 kW (74 Hp),"1.700
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/a916bb13-964e-4067-8e49-64c0bd1ac8e0.jpg
Fiat fiorino 1.3 multigjet dizel,2017,"200,000 km",55 kW (74 Hp),"5.200
 €",Шуто Оризари / Скопје,//reklama5.mk/photos/big/5cd30690-c7b7-4621-9c66-50b76a6c73fd.jpg
"Audi a8 3.0 TDI Quattro, mozna zamena",2004,"300,000 km",155 kW (208 Hp),"1
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/bed618a3-9917-4c00-8902-58d32626d24b.jpg
DELOVI ZA RENO CLIO 1.2 BENZIN 2003,2003,"100,000 km",55 kW (74 Hp),"1
 €",Кочани,//reklama5.mk/photos/big/dc659a48-4ec7-47c5-b116-0959df475983.jpg
Prodavam Golf 7  1.6tdi 110ks 2014god reg so servisna kniska,2014,"200,000 km",81 kW (109 Hp),"10.999
 €",Велес,//reklama5.mk/photos/big/6ad60ddf-0dbb-4fd2-8c34-824c43f268a2.jpg
FORD KUGA 2.0 TDCI 120KS EURO 6,2016,"190,000 km",88 kW (118 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/bb3c54bc-2f5c-4650-abe1-4100b1cc6bf4.jpg
AUDI A3 1.9 TDI 105KS FACELIFT,2009,"190,000 km",77 kW (103 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/43ba69fc-a1cf-40ec-8f1d-13df63a710d3.jpg
SEAT LEON FR 2.0 TDI 184Hp,2013,"190,000 km",135 kW (181 Hp),"11.500
 €",Аеродром / Скопје,//reklama5.mk/photos/big/170c5cad-9bbf-4fdd-b14e-8cfe16314151.jpg
PORSCHE CAYENNE 3.0D PLATINUM EDITION,2011,"150,000 km",190 kW (255 Hp),"27.000
 €",Прилеп,//reklama5.mk/photos/big/449010c7-08f2-4c92-9e89-5e2724dbad8c.jpg
VW T-ROC 1.6TDI 116ks STYLE 2020g,2020,"190,000 km",85 kW (114 Hp),"16.300
 €",Виница,//reklama5.mk/photos/big/1329639a-749b-4229-8dfd-0a4162f358dc.jpg
VW TOURAN 1.6 TDI 105KS EURO 5 (HIGHLINE)7 SEDISTA,2011,"190,000 km",77 kW (103 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/ce1226d0-8891-44b1-bfbf-202f4775b4da.jpg
FORD FOCUS 1.6 TDCI 109KS (TITANIUM),2008,"190,000 km",80 kW (107 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/e4278387-e223-438a-b51c-1d19a6301078.jpg
OPEL CORSA 1.3 CDTI 75KS FACELIFT EURO5,2011,"190,000 km",55 kW (74 Hp),По Договор,Кавадарци,//reklama5.mk/photos/big/b05b6e04-f309-4946-a676-fcfa905040b3.jpg
Honda civic 2.2 Delovi,2008,"180,000 km",110 kW (148 Hp),"1
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/a5e516be-694d-47e4-ae8f-f16f6e5a005a.jpg
Se prodava A klasa Mercedes 2005,2005,"190,000 km",80 kW (107 Hp),"2.499
 €",Аеродром / Скопје,//reklama5.mk/photos/big/ebf4a6df-f423-46c3-b5a7-10f63ae1394b.jpg
Opel Antara,2007,"200,000 km",110 kW (148 Hp),"6.499
 €",Кочани,//reklama5.mk/photos/big/c6ffd0e0-413c-4832-a53e-d44186ba5072.jpg
Delovi za Opel Insignia 2.0 CDTI 160KS 2011,2011,"190,000 km",118 kW (158 Hp),"1
 €",Кочани,//reklama5.mk/photos/big/89ae6848-3906-4aa6-9db9-3d2beaa714e1.jpg
Mercedes s400 v8 biturbo,2001,"200,000 km",193 kW (259 Hp),"1
 €",Охрид,//reklama5.mk/photos/big/892999cf-e939-48d7-8237-f1c30ccf1488.jpg
BMW 3 320d 143 KS 2009 ODLICNA SOSTOJBA NAVI,2009,"190,000 km",105 kW (141 Hp),По Договор,Карпош / Скопје,//reklama5.mk/photos/big/333577ea-2b18-4c30-ba18-3b2c5b648a15.jpg
BMW X1 1.8 D 143KS 2010 GODINA ODLICNA SOSTOJBA,2010,"200,000 km",105 kW (141 Hp),По Договор,Карпош / Скопје,//reklama5.mk/photos/big/c14d9f17-8307-4f06-86ed-be741590dde6.jpg
Hyundai i30 1.6CRDi 92kW 125HP,2012,"150,000 km",92 kW (123 Hp),По Договор,Кисела Вода / Скопје,//reklama5.mk/photos/big/9e4a4cc0-5e3c-4b4e-b315-04aab01d694e.jpg
RENAULT SCENIC 1.5 DCI 2016 GOD REGISTRIRAN SO ZELEN KARTON,2016,"190,000 km",81 kW (109 Hp),"7.350
 €",Кочани,//reklama5.mk/photos/big/55b48993-5c3d-43f5-b221-da37ff9c07ee.jpg
BMW 735i V8 FACELIFT ATEST PLIN REGISTRIRANO SO ZELEN KARTON,2003,"250,000 km",200 kW (268 Hp),"5.200
 €",Кочани,//reklama5.mk/photos/big/8c71cf56-8a3b-481e-bd4e-39628b44f61b.jpg
AUDI A3 2.0 TDI S-LINE  QUATTRO 150PS PANORAMA,2014,"200,000 km",110 kW (148 Hp),"12.350
 €",Кочани,//reklama5.mk/photos/big/860b9472-f88a-4c6f-ae92-f273e98d45ae.jpg
VOLKSWAGEN GOLF 7 1.6 TDI REGISTRIRAN CELA GODINA FULL,2014,"190,000 km",77 kW (103 Hp),"9.500
 €",Кочани,//reklama5.mk/photos/big/68cd97c6-89ce-4557-8569-09255277afcf.jpg
OPEL CORSA 2013 GOD 1.3 CDTI COSMO FACELILFT FULL OPREMA,2013,"180,000 km",70 kW (94 Hp),"4.100
 €",Кочани,//reklama5.mk/photos/big/15cab170-950b-40fe-a127-5f64a30e0398.jpg
OPEL CORSA D 1.3CDTI,2008,"200,000 km",66 kW (89 Hp),"3.500
 €",Чучер Сандево / Скопје,//reklama5.mk/photos/big/07cd4f85-9156-4d87-bacd-d998d6d5e12c.jpg
Polo 1.2 TDI Bluemotion 2010,2010,"200,000 km",55 kW (74 Hp),"4.800
 €",Битола,//reklama5.mk/photos/big/5fbe6107-b9a2-41be-9001-9c633bff90b8.jpg
AUDI A6 FACELIFT QUATTRO SLINE 240hp,2009,"300,000 km",186 kW (249 Hp),"8.650
 €",Битола,//reklama5.mk/photos/big/dfbba1fd-5e3f-4e82-b85c-b869fee16724.jpg
Passat CC 2.0 -140hp,2008,"200,000 km",103 kW (138 Hp),"9.000
 €",Велес,//reklama5.mk/photos/big/1cea02a1-5730-47d6-a71d-2d8d4140ef72.jpg
"PEUGEOT 508 GT , F1 Automatik",2012,"200,000 km",150 kW (201 Hp),"9
 €",Бутел / Скопје,//reklama5.mk/photos/big/27e677f9-78d8-4732-b38b-ed32b0d713c8.jpg
Citroen C1 1.0 benzin (55 kw) 2015 god Elektricen krov,2015,"180,000 km",55 kW (74 Hp),"6.300
 €",Кавадарци,//reklama5.mk/photos/big/6924d662-68dc-4fdb-8156-26eeb705c5b8.jpg
GOLF 7  1.6 TDI 4x4 God 2016,2016,"200,000 km",81 kW (109 Hp),"11.500
 €",Куманово,//reklama5.mk/photos/big/1f76c59a-cc45-4625-a45f-27d16d2adc5e.jpg
MERCEDES GLK 220 CDI  4 MATIC,2009,"250,000 km",170 kW (228 Hp),"10.900
 €",Куманово,//reklama5.mk/photos/big/62bd798d-0e15-4544-9461-45b849ee6706.jpg
Vw Golf 2.0 103kw 2010,2010,"200,000 km",103 kW (138 Hp),"7.999
 €",Чаир / Скопје,//reklama5.mk/photos/big/eb417838-ecd4-4aa5-8aae-d5ffee191abc.jpg
CH Škoda superb 2.0 tdi DSG F1,2014,"250,000 km",125 kW (168 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/ecbc888f-c077-4161-8d45-5ab50ff070a3.jpg
Audi A3 1.9 tdi Sport back,2008,"200,000 km",77 kW (103 Hp),"4.500
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/6b06a54a-a50e-4d55-8a5c-9deda8377114.jpg
SEAT IBIZA 1.2 so ATESTIRAN PLIN 2008 god  TOP SOSTOJBA,2008,"150,000 km",60 kW (80 Hp),"4.000
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/31930f40-d728-419d-a19e-66f0f7b6f39a.jpg
SEAT LEON 2.0TDI,2006,"200,000 km",103 kW (138 Hp),"4.700
 €",Штип,//reklama5.mk/photos/big/dc98e17c-9835-4abb-8a2b-e4afc231966f.jpg
GOLF 6 2010god. 2.0,2010,"200,000 km",81 kW (109 Hp),"5.600
 €",Штип,//reklama5.mk/photos/big/334e4153-9b15-4416-ae9a-6960b85ed51a.jpg
Peugeot 208,2014,"190,000 km",51 kW (68 Hp),"4.800
 €",Штип,//reklama5.mk/photos/big/c53921aa-cb48-4993-855b-3783a9ad1ba5.jpg
Kia Picanto ponov model kako NOVA 4L/100 za pochetnik,2011,"120,000 km",51 kW (68 Hp),"4.599
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/c50ebb8d-1e69-42fd-9a48-a1c56c77d44e.jpg
Honda Jazz 1.2 VTEC ekonomichna I pogodna za pochetnik,2008,"160,000 km",64 kW (86 Hp),"4.590
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/ca952657-8c0c-4106-93b4-a5c56167fd09.jpg
MAZDA 6 2.0DIZEL 2003 GODINA,2003,"140,000 km",100 kW (134 Hp),"2.300
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/253bb743-2a85-446f-a562-3ab5b6d91334.jpg
Fiat Panda 2015 ta kako NOVA 5L/100,2015,"130,000 km",51 kW (68 Hp),"5.499
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/6d660b94-10a3-4796-927f-958c325bcbd1.jpg
MERCEDES BENZ A160CDI AVANGARDE,2009,"190,000 km",60 kW (80 Hp),"5.500
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/f4bc2fc3-dd0f-4b12-9fe8-c87bde6c3a94.jpg
Skoda Yeti 2011 so panorama,2011,"250,000 km",81 kW (109 Hp),"8.200
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/fd8668a3-67db-4491-88bb-e570e1b6f616.jpg
Golf 6 GTD 2011,2011,"200,000 km",125 kW (168 Hp),"8.900
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/1bf5291b-c417-4a1f-be14-c3b34be080c8.jpg
Smart for two Смарт,1998,"180,000 km",40 kW (54 Hp),"2.150
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/e780298a-6b49-40ab-b491-1eaa6f13d41b.jpg
Passat B6 R-Line 2010,2010,"250,000 km",77 kW (103 Hp),"6.999
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/0ba322b0-c2c8-4732-b60e-a6fc9c16dd9b.jpg
HYUNDAI GETZ 1.4i - KLIMA - REDIZAJN MODEL 2008,,,,"2.399
 €",Битола,//reklama5.mk/photos/big/d186d499-521a-4661-8598-96d3e9aad897.jpg
"BMW 116D 115 KS F20 2012 GOD, PERFEKTNO !",2012,"180,000 km",85 kW (114 Hp),"7.400
 €",Кочани,//reklama5.mk/photos/big/55c0beca-fb41-4b67-92cd-ee1e5746b88f.jpg
Citroen C4Picasso,2016,"200,000 km",88 kW (118 Hp),"9.800
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/ec36afaf-d191-4af2-9119-a9f3e3383248.jpg
CITROEN C4 1.6 Hdi 2008 Automatik,2008,"160,000 km",66 kW (89 Hp),По Договор,Гази Баба / Скопје,//reklama5.mk/photos/big/84264454-a5b0-418c-93bf-4190f10b4731.jpg
PEUGOT 307 1.4 HDI FUL,2005,"350,000 km",50 kW (67 Hp),"1.700
 €",Долнени / Прилеп,//reklama5.mk/photos/big/3cc7bcec-bdd6-4c42-b071-a5b73003eba1.jpg
FIAT LINEA 1.3 JTD 2009,2009,"190,000 km",67 kW (90 Hp),По Договор,Гази Баба / Скопје,//reklama5.mk/photos/big/473ed21e-08af-470f-8e3f-3d098cd9665c.jpg
CITROEN C3 1.4 BENZIN 72 KS 2012 GOD. PLATENO SE DO REG.,2012,"200,000 km",54 kW (72 Hp),"4.300
 €",Кочани,//reklama5.mk/photos/big/fad63382-0b80-4425-8da0-d7ccd329654b.jpg
Audi a4 2.0tdi,2006,"300,000 km",103 kW (138 Hp),"4.800
 €",Битола,//reklama5.mk/photos/big/6512b7db-da2e-4c16-a45f-58629f377fe3.jpg
Se prodava opel frontera B 3.2v6  off road,2000,"200,000 km",151 kW (202 Hp),"2
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/46049cc5-ab77-4690-9bb1-210aa18f214c.jpg
E 220 CDI AMG,2016,"200,000 km",143 kW (192 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/9a5ab030-f8a4-4af7-81d4-f8abee39c817.jpg
PEUGEOT 208 1.4 HDI 68 KS 2013 GOD. REG MK TABLICI,2013,"200,000 km",50 kW (67 Hp),"5.150
 €",Кочани,//reklama5.mk/photos/big/2c2b100b-ab30-4f9e-aa4a-7b4d2e073274.jpg
VW GOLF GTD 10,2010,"180,000 km",125 kW (168 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/9f11cdbe-0a18-47d7-b3e1-a80f8162a9a5.jpg
RANGE ROVER 4.4 D LONG AUTOBIOGRAFI,2015,"200,000 km",250 kW (335 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/fe25c1f4-731d-4aa9-91d0-c71fbdff1bd3.jpg
"VW GOLF 7 1,6 TDI AUTOMATIK",2013,"190,000 km",77 kW (103 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/db1826f2-b1b9-4386-a8d1-e5000453977d.jpg
Mercedes C Klasa w203 220 CDI,2001,"250,000 km",105 kW (141 Hp),"2.300
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/254f6c31-f901-4ffe-983f-081ccf9b311a.jpg
RENAULT CLIO 1.5 DCI 90HP,2015,"130,000 km",66 kW (89 Hp),"7.800
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/5dcb4c2b-8129-46d6-be3a-fff48ec9dbe2.jpg
Peugeot 308 1.6 HDI,2010,"150,000 km",81 kW (109 Hp),"4.700
 €",Куманово,//reklama5.mk/photos/big/8e7fdb7e-206d-4ebc-a07e-7dac4c983f5f.jpg
Ford Mondeo 2.2 tdci 175 ka,2010,"190,000 km",130 kW (174 Hp),"6.800
 €",Куманово,//reklama5.mk/photos/big/13b9aef0-ed74-4460-95b1-290538d0807f.jpg
BMW SERIJA 1  2.0 116d 2012 sega napraven golem servis,2012,"180,000 km",86 kW (115 Hp),По Договор,Автокоманда / Скопје,//reklama5.mk/photos/big/e601c87b-0429-4b73-ab7f-f907b72e0703.jpg
SEAT IBIZA 1.2TDI 55KW 2013 ECOMOTIVE,2012,"200,000 km",55 kW (74 Hp),По Договор,Гази Баба / Скопје,//reklama5.mk/photos/big/6cd4e193-9a47-4c01-a6ff-4d15991f789d.jpg
SEAT  LEON  1.6TDI 77KW  2012  ECOMOTIVE,2011,"190,000 km",77 kW (103 Hp),По Договор,Гази Баба / Скопје,//reklama5.mk/photos/big/90bf5e6e-ceb0-4c94-b12b-6d6af02c04bf.jpg
SEAT LEON 1.6TDI 77KW 2010 ECOMOTIVE FACELIFT,2010,"200,000 km",77 kW (103 Hp),По Договор,Гази Баба / Скопје,//reklama5.mk/photos/big/6f61eb7e-26bd-4214-bf60-fda921a637fd.jpg
SEAT LEON 2011 ECOMOTIVE EXTRA SOSTOJBA,2011,"200,000 km",77 kW (103 Hp),По Договор,Аеродром / Скопје,//reklama5.mk/photos/big/b198bc64-3c7b-4064-bc3b-17c9ef38d4ea.jpg
OPEL CORSA 1.4 8V BENZ-PLIN,1995,"250,000 km",44 kW (59 Hp),"950
 €",Битола,//reklama5.mk/photos/big/e0582380-82ec-4d45-8d97-97b8d97b6459.jpg
Opel Zafira 1.6 metan CNG,2006,"250,000 km",94 kW (126 Hp),"3.000
 €",Куманово,//reklama5.mk/photos/big/d4ca0b54-d2f7-4964-b632-f24c61cb12c6.jpg
BMW E46 320d 136ks,1999,"250,000 km",100 kW (134 Hp),"2.000
 €",Кичево,//reklama5.mk/photos/big/3b306302-1c40-4b2f-bdfa-1bd5e028fec8.jpg
Seat altea,2004,"250,000 km",75 kW (101 Hp),"3.200
 €",Чаир / Скопје,//reklama5.mk/photos/big/b06cba92-ec71-433c-bfd8-fedf3799f08a.jpg
VW Touran 1.9TDII...Registriran cela godina,2004,"200,000 km",77 kW (103 Hp),"3.900
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/812699b4-94b8-4176-a1ba-e9882b4a1187.jpg
Golf 1.9 90 ks.,2006,"100,000 km",66 kW (89 Hp),"4.800
 €",Велес,//reklama5.mk/photos/big/6edaf74b-54de-47e8-ade7-05c077c04f52.jpg
Opel Astra GTC Cosmo 2005g,2005,"250,000 km",66 kW (89 Hp),"3.150
 €",Прилеп,//reklama5.mk/photos/big/d11ca112-4c4b-4c3b-b1f9-bb003403e4fa.jpg
Vw Golf 1.9tdi 105ks 2007g,2007,"200,000 km",77 kW (103 Hp),"5.150
 €",Прилеп,//reklama5.mk/photos/big/6883803a-31e2-4378-b55c-9a023b536aa6.jpg
Renault Reno Clio 1.2 2007 Moze i zamena,2007,"190,000 km",40 kW (54 Hp),"1.600
 €",Кавадарци,//reklama5.mk/photos/big/2e0449ff-de5a-4bc9-8f38-ad2349269b62.jpg
Opel corsa,2009,"250,000 km",66 kW (89 Hp),"2.700
 €",Чаир / Скопје,//reklama5.mk/photos/big/60aa2aec-2571-4155-9f6e-1e1877c5d088.jpg
GOLF 6 1.6 TDI,2009,"200,000 km",77 kW (103 Hp),"6.000
 €",Куманово,//reklama5.mk/photos/big/3ccfd194-c3f4-4446-a149-7cf40156fd25.jpg
FORD C MAX 1.6 DIZEL 2012 GODINA,2012,"200,000 km",85 kW (114 Hp),"4
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/bf3e855a-deab-4ac9-bd5b-82e2d6176dbf.jpg
VW POLO 1.2 TDI,2011,"190,000 km",55 kW (74 Hp),"4.900
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/4914d915-2d2d-46c7-b359-c030b100fbcb.jpg
Mercedes A170 CDI Automatic,2002,"250,000 km",66 kW (89 Hp),"1.600
 €",Аеродром / Скопје,//reklama5.mk/photos/big/37d7583f-a864-4671-a92a-9d01937314f9.jpg
CITROEN C3 1.4I 2011,2011,"190,000 km",70 kW (94 Hp),"4.400
 €",Тетово,//reklama5.mk/photos/big/4e5f796a-2b24-4071-86c3-10d6c39b48d8.jpg
Renault Scenic 1.9 DCI,2004,"200,000 km",96 kW (129 Hp),"1.800
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/0ada9377-8bfa-4012-b62b-198f585bb9a8.jpg
Citroen berlingo 1.6 blue-hdi 2018g,2018,"190,000 km",68 kW (91 Hp),"8
 €",Аеродром / Скопје,//reklama5.mk/photos/big/11fa754b-826b-4317-87d8-0bde8b6d080c.jpg
Golf VI 1.6 tdi 105ks 2011,2011,"120,000 km",77 kW (103 Hp),"7
 €",Аеродром / Скопје,//reklama5.mk/photos/big/0e33459e-a5c3-4b40-82a5-b4232aebec9f.jpg
Nissan Pulsar 1.5 dci Tekna Peugeot Astra Megane Focus,2014,"200,000 km",81 kW (109 Hp),"8.900
 €",Аеродром / Скопје,//reklama5.mk/photos/big/c5c486bb-c374-40c7-89ce-94e81255cfd0.jpg
VW GOLF 7 1.6 TDI 110Hp 2015,2015,"170,000 km",80 kW (107 Hp),"10.800
 €",Аеродром / Скопје,//reklama5.mk/photos/big/ef12422d-2bca-4dbd-b93f-d3c52e58b534.jpg
MAZDA 6 2.0 CD (Diesel) * MODEL 2010 * MOZE ZAMENA,2009,"190,000 km",103 kW (138 Hp),"5.500
 €",Битола,//reklama5.mk/photos/big/939921df-19d5-4afe-afc0-a7435651f67f.jpg
Golf VI 1.6 tdi 77kw 105ks highline 2010,2010,"200,000 km",77 kW (103 Hp),"6.900
 €",Аеродром / Скопје,//reklama5.mk/photos/big/c3109f64-478a-4ac6-8615-1095bc328b87.jpg
Toyota Aygo 1.0 beznin 2015g,2015,"170,000 km",51 kW (68 Hp),"6.400
 €",Аеродром / Скопје,//reklama5.mk/photos/big/edd6f35a-4fd4-4223-84f4-a1b76f9ff0f9.jpg
Polo 1.2 tdi Style 2011g 9 meeeci garancija,2011,"150,000 km",66 kW (89 Hp),"5
 €",Аеродром / Скопје,//reklama5.mk/photos/big/a5126345-d325-4927-b5a4-9050ea011854.jpg
MAZDA 3 2012 1.6cd 193.000KM,2011,"200,000 km",86 kW (115 Hp),"5.490
 €",Битола,//reklama5.mk/photos/big/e1792f0c-fd9c-49db-8c3e-ab34f3090a43.jpg
Audi A4 2.0TDI 2012 PANORAMA,2012,"250,000 km",130 kW (174 Hp),"11.600
 €",Битола,//reklama5.mk/photos/big/cdf69dc2-bc02-4901-b7d9-eadd3a0e7e8b.jpg
