Title,Year,Mileage,Power,Price,Location,Image_URL
SEAT ATECA 2.0 TDI DSG 4X4 190 KS.2020 GOD.,2020,"150,000 km",140 kW (188 Hp),"25.300
 €",Куманово,//reklama5.mk/photos/big/67e0ad29-95e7-4067-a353-7490cbfbf7d3.jpg
AUDI A1 1.6tdi 90 HP 2012 GOD. KAKO NOVO GER,2012,"170,000 km",66 kW (89 Hp),"6.999
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/d9263fd9-4e4c-4a8a-96b6-4dfb53a10f9b.jpg
Mercedes W212 E220 CDI GER BlueEFFICIENCY,2009,"200,000 km",125 kW (168 Hp),"11.200
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/df9d28d5-a326-4146-b7e8-c9d79e1d2cfb.jpg
Kia Rio 1.4 benzin.  I30 ceed i20 polo corsa ibiza punto,2012,"200,000 km",80 kW (107 Hp),"5.600
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/d6d672c5-ef44-498b-a55b-31e7e559d1f5.jpg
skoda kodiaq 2.0 tdi 150 ks inter guma,2021,"150,000 km",110 kW (148 Hp),По Договор,Карпош / Скопје,//reklama5.mk/photos/big/8c3ca9eb-fb9e-469c-ad6b-a6fa7db10e1a.jpg
PEUGEOT 107 1.0 BENZIN 68KS 2008 GODINA,2008,"190,000 km",50 kW (67 Hp),"3.200
 €",Кочани,//reklama5.mk/photos/big/f2e4089f-5060-41f2-9096-283feaed7a2c.jpg
BMW X1 2.0 177KS S-DRIVE 2010 GODINA,2010,"200,000 km",130 kW (174 Hp),"9.350
 €",Кочани,//reklama5.mk/photos/big/8e7a29c2-44ef-47c8-981c-2c3874ac6125.jpg
Nissan Juke Tekna,2021,"80,000 km",84 kW (113 Hp),"18.000
 €",Велес,//reklama5.mk/photos/big/f6e1e02b-2faf-49fe-aa10-908b2da5bb32.jpg
Mini Countryman D 1.6  82 kw,2012,"200,000 km",82 kW (110 Hp),"123
 €",Пробиштип,//reklama5.mk/photos/big/a1896f5b-05f6-4c4c-a6c1-9285da560ab8.jpg
CITROEN C4 GRAND PICASSO,2017,"190,000 km",120 kW (161 Hp),"10.800
 €",Аеродром / Скопје,//reklama5.mk/photos/big/427226a1-0f41-4b13-bf63-80b86db5296f.jpg
PEUGEOT 2008 1.5 HDI 102KS 2020 GODINA,2020,"200,000 km",75 kW (101 Hp),"10.400
 €",Кочани,//reklama5.mk/photos/big/20f1a7ee-a239-4b3f-8232-e57876da7861.jpg
Mercedes GLE 300 d,2022,"50,000 km",200 kW (268 Hp),"78.000
 €",Карпош / Скопје,//reklama5.mk/photos/big/d4522c14-2bc5-4343-b192-20ee2b9a110f.jpg
Peugeot 208 1.2 VTi - 2014,2014,"140,000 km",60 kW (80 Hp),"6.200
 €",Карпош / Скопје,//reklama5.mk/photos/big/163636c4-09cb-4758-8004-e1ac959cb224.jpg
AUDI A3  SEDAN 2.0 TDI 115 KS - 127 518 KM - 2020GOD,2020,"120,000 km",85 kW (114 Hp),"22.200
 €",Куманово,//reklama5.mk/photos/big/dbab6d8d-b306-4b15-a03d-92a367641eec.jpg
Mercedes Benz ML 350,2011,"200,000 km",190 kW (255 Hp),"14.500
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/a6fd8fa3-be51-4c3c-9b0a-e5374af98a68.jpg
Audi A4 2.0 TDI 2013,2013,"200,000 km",105 kW (141 Hp),"13.000
 €",Битола,//reklama5.mk/photos/big/2f1651d6-eed6-4558-b08c-69eba77a47fd.jpg
Kia Cee’d GT-Line 1.6CRDI 136ks Automatik,2016,"170,000 km",100 kW (134 Hp),"12.500
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/bd821b25-473f-4ec6-a82b-7426901d3775.jpg
AUDI A3 1.6TDI 77 kw 2012 sega uvezana,2012,"200,000 km",77 kW (103 Hp),"1
 €",Куманово,//reklama5.mk/photos/big/2d7b7191-f966-4214-9007-de22d8646467.jpg
Peugeot expert 2.0 hdi 5 sedista,2008,"250,000 km",88 kW (118 Hp),"6.900
 €",Кавадарци,//reklama5.mk/photos/big/4986d2a7-5cdb-4c11-b333-da9040dc2b3d.jpg
Opel combo tour1.6 m.jet 2012god,2012,"250,000 km",77 kW (103 Hp),"6.300
 €",Кавадарци,//reklama5.mk/photos/big/83c7612d-248c-41fd-9309-4d3656a291e6.jpg
Audi A3 1.6i 2009god.,2009,"160,000 km",75 kW (101 Hp),"6.300
 €",Аеродром / Скопје,//reklama5.mk/photos/big/6d7742cd-0ef2-4c13-81b9-4204daab1874.jpg
Vw passat b7 1.6 tdi bluemotion 77kw,2012,"190,000 km",77 kW (103 Hp),"8.350
 €",Куманово,//reklama5.mk/photos/big/a97b666c-eae8-4d52-9afb-f5374a868e19.jpg
Peugeot 508 2.0HDI,2011,"250,000 km",103 kW (138 Hp),"5.800
 €",Битола,//reklama5.mk/photos/big/639100f8-9d3a-49f7-b248-4579faf4637d.jpg
"AVTOMOBILOT SE PRODAVA [Matiz,,Polo,Corsa, Golf,Fiat}",2009,"130,000 km",44 kW (59 Hp),"3.500
 €",Битола,//reklama5.mk/photos/big/0ee30a4c-6bc2-4f05-98dc-c81bac935121.jpg
Vw Golf 6 1.6 DSG Highline,2012,"250,000 km",77 kW (103 Hp),"888
 €",Сарај / Скопје,//reklama5.mk/photos/big/72723a0d-9a98-4702-ba19-63d349a821dc.jpg
FORD FOCUS 1.6HDI 2011,2011,"180,000 km",85 kW (114 Hp),"4.600
 €",Карпош / Скопје,//reklama5.mk/photos/big/8e984c17-d7ac-481d-9c5c-f9ec85f677ab.jpg
BMW 435d xDrive Gran Coupé M Sport – 313 HP – 2014,2014,"200,000 km",230 kW (308 Hp),"23.999
 €",Тетово,//reklama5.mk/photos/big/608c0a5a-eaad-4e0d-8612-5b99d076ad24.jpg
"FIAT 500 1.4 SPORT КОЖА, ПАНОРАМА",2010,"170,000 km",74 kW (99 Hp),"4.800
 €",Карпош / Скопје,//reklama5.mk/photos/big/d750891a-f257-471b-b964-aa02135358c3.jpg
SEAT IBIZA FR 1.2TSI - 2012,2012,"200,000 km",77 kW (103 Hp),По Договор,Битола,//reklama5.mk/photos/big/dff04a25-4a04-41ca-a9ad-2b31daa91612.jpg
MERCEDES C220 Avangard Facelift (Redizajn),2005,"250,000 km",110 kW (148 Hp),"2
 €",Кавадарци,//reklama5.mk/photos/big/0cfe3264-ac08-4dbd-942c-8e7845c829ff.jpg
FORD FOCUS 1.0 ECOBOOST BENZIN 2014 GODINA UVEZEN OD CH,2014,"170,000 km",92 kW (123 Hp),"5.350
 €",Кочани,//reklama5.mk/photos/big/f8091c75-b289-4972-907c-b140697840cd.jpg
Seat Leon ST FR 1.4 / 150HP 2015 Full Panorama,2015,"180,000 km",110 kW (148 Hp),"12.000
 €",Прилеп,//reklama5.mk/photos/big/a9786259-06e5-492d-98a5-f145a6f0c553.jpg
Volkswagen transporter 1.9 tdi,2006,"250,000 km",75 kW (101 Hp),"7.800
 €",Кавадарци,//reklama5.mk/photos/big/e5b87718-ecc7-4694-bca3-7f826019dd27.jpg
Volkswagen Golf 6 1.6TDI 2012 Navi,2012,"200,000 km",77 kW (103 Hp),"7.200
 €",Штип,//reklama5.mk/photos/big/d577d85d-2dae-4da2-ad5c-a4767a175f5d.jpg
Nissan Juke 1.5 dCi Pure Drive,2011,"190,000 km",78 kW (105 Hp),"6.290
 €",Аеродром / Скопје,//reklama5.mk/photos/big/22baefde-4992-45e6-89f6-98543c3bd31f.jpg
Citroen C3 2012g. Servisna kniska Uvoz od CH Švajcarija,2012,"90,000 km",52 kW (70 Hp),"4.699
 €",Бутел / Скопје,//reklama5.mk/photos/big/3287681a-e329-4624-aee3-3a4fe8f79a1a.jpg
Vw Passat 2.0 TDI 140 ks DSG 2015,2015,"200,000 km",110 kW (148 Hp),"8.800
 €",Струмица,//reklama5.mk/photos/big/6f02ff8e-708d-4428-bd3c-8ffb15de347f.jpg
SMART FOR TWO 1.0 BENZIN 70KS - POLUAVTOMATIK 2008 G,2008,"170,000 km",52 kW (70 Hp),"3.850
 €",Кочани,//reklama5.mk/photos/big/97b773f4-6774-404f-9e51-3491fc76a389.jpg
BMW X1 2.0 X-DRIVE,2010,"250,000 km",135 kW (181 Hp),"9.300
 €",Берово,//reklama5.mk/photos/big/a07be76e-33d2-4cc5-b0da-dd0162e021f2.jpg
Opel Antara,2007,"200,000 km",110 kW (148 Hp),"7.300
 €",Дојран / Гевгелија,//reklama5.mk/photos/big/e81f0d1b-d34b-4092-9acf-4c05bae1be6d.jpg
Seat altea 1.4 tsi 125ks STAKLO!,2008,"200,000 km",92 kW (123 Hp),"4.600
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/b8e6d87f-c962-422d-ad1c-e9a4105c6cd8.jpg
Volkswagen caddy 2.0 tdi rampa,2016,"250,000 km",75 kW (101 Hp),"12.800
 €",Кавадарци,//reklama5.mk/photos/big/a4a863d4-5b72-40ac-b7f0-442a63262469.jpg
DS7 CROSSBACK 1.5HDI EAT8 130HP BUSINESS,2020,"95,000 km",96 kW (129 Hp),"18.600
 €",Илинден / Скопје,//reklama5.mk/photos/big/91dee327-cb9a-47d8-ab39-ae777291859f.jpg
Се продава Ford Fiesta ST150 во одлична состојба,2006,"190,000 km",110 kW (148 Hp),"4.800
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/16dd587f-97fd-432b-9d9a-7ddb21718c80.jpg
Peugeot 208 1.0i,2014,"140,000 km",50 kW (67 Hp),"5.000
 €",Виница,//reklama5.mk/photos/big/041c2a19-a516-4887-90be-af971a9f2a95.jpg
BMW X1 1.8d XDrive avtomatik BUKVALNO NOVO,2014,"190,000 km",105 kW (141 Hp),"11.700
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/578f602b-27fc-4287-8fce-6a218743a4e5.jpg
BMW 2.0 105 kW 318,2008,"190,000 km",105 kW (141 Hp),"4.999
 €",Крива Паланка,//reklama5.mk/photos/big/ca153127-fd15-4861-bd01-7bcc06a1f703.jpg
VOLKSWAGEN Beetle 1.2 TSI Cup,2014,"120,000 km",77 kW (103 Hp),"15.700
 €",Аеродром / Скопје,//reklama5.mk/photos/big/3fe04bbe-b6c5-4d79-a5a3-d9825ebd45a8.jpg
bmw 1 116 i 2005,2005,"250,000 km",88 kW (118 Hp),"3.100
 €",Аеродром / Скопје,//reklama5.mk/photos/big/b7102748-9d90-4831-b153-ebf508d9098c.jpg
Ssangyong Actyon Dzip 2008g 2.0xDi reg cela god,2008,"180,000 km",104 kW (139 Hp),"4.400
 €",Кавадарци,//reklama5.mk/photos/big/c734b9e4-0611-4596-a9ea-4d393e0f7f2f.jpg
Mercedes C180 2013g face lift 2.2cdi reg+zelen karton,2013,"200,000 km",88 kW (118 Hp),"10.700
 €",Кавадарци,//reklama5.mk/photos/big/dc2b6295-faa0-43c8-a513-9187056b5422.jpg
Se prodava OPEL ASTRA G 1.4  2006 godina,2006,"180,000 km",66 kW (89 Hp),"1
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/0f8a13dc-ca4b-4a11-af9d-1d7d2428b1dd.jpg
Opel Corsa-C 1.2,2002,"180,000 km",55 kW (74 Hp),"2.300
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/271b0c45-baca-429b-ba7d-df020a2aba3c.jpg
Volkswagen pasat 1.6 tdi 6 brzini,2011,"200,000 km",77 kW (103 Hp),"7.800
 €",Кавадарци,//reklama5.mk/photos/big/e6419083-015f-403b-bc8c-e7d8a4918a40.jpg
Продава се Миле Струја (Peugeot 106 XR ‘98),1998,"200,000 km",44 kW (59 Hp),"1
 €",Куманово,//reklama5.mk/photos/big/2406a5e2-51d1-43b2-9ad2-c9d2f6cd65bc.jpg
Se prodava Renault Megane,2003,"250,000 km",60 kW (80 Hp),"1.300
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/8329e8ee-0b0f-47c5-b7ec-6d5fcaf3d704.jpg
Citroen C4 Cactus 1.6 HDI,2014,"190,000 km",74 kW (99 Hp),"8.400
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/944a5af1-9d09-4ebc-a2cb-669638420ad4.jpg
Golf 7 1.2 TSI,2013,"190,000 km",63 kW (84 Hp),По Договор,Карпош / Скопје,//reklama5.mk/photos/big/81441069-27f0-482f-8a86-cee74d8ad00c.jpg
Seat Leon FR 2.0 TDI 184кс | 2014 | Одлична состојба,2014,"250,000 km",135 kW (181 Hp),"10.000
 €",Кочани,//reklama5.mk/photos/big/b28178c6-8009-4ea5-80ff-316baafbb700.jpg
Mazda CX5 Sport 175hp AWD комплетно сервисиран,2015,"170,000 km",129 kW (173 Hp),"16.950
 €",Битола,//reklama5.mk/photos/big/7c6ce6b5-d977-46fa-a307-df6c331c3562.jpg
AUDI A6 3.0 TDI QUATTRO 204KS. 2014 GOD.,2014,"200,000 km",150 kW (201 Hp),"17.800
 €",Куманово,//reklama5.mk/photos/big/a52d66ca-6f2d-4f20-84e8-b03961b6cc34.jpg
Audi A6 Facelift 2017 3.0TDI QUATTRO 218HP,2017,"190,000 km",160 kW (215 Hp),"15.990
 €",Крива Паланка,//reklama5.mk/photos/big/4aa38b51-f658-410e-90a6-876fcc5de831.jpg
Se prodava Opel Insignia 2.0,2011,"200,000 km",125 kW (168 Hp),"6.300
 €",Свети Николе,//reklama5.mk/photos/big/d6f5d0ec-0144-4bbe-baad-3f711d3112ef.jpg
Pezo 2008,2014,"190,000 km",77 kW (103 Hp),"9
 €",Прилеп,//reklama5.mk/photos/big/ff4c3d76-8e56-4269-b31b-ee0a4bec24cf.jpg
Golf 6  1.6 TDI,2010,"250,000 km",77 kW (103 Hp),"7.000
 €",Ресен,//reklama5.mk/photos/big/2974888d-c12f-412e-b0a1-999bfa0911d0.jpg
PEUGEOT 2008 1.5HDI ALLURE,2021,"150,000 km",80 kW (107 Hp),"15.900
 €",Аеродром / Скопје,//reklama5.mk/photos/big/9798ad3c-df2f-4a3a-8fc1-c48a3357f8be.jpg
VW GOLF 6 1.6 Benzin 75kw Multifuel,2009,"250,000 km",75 kW (101 Hp),"6.300
 €",Кавадарци,//reklama5.mk/photos/big/c7c8f03e-30a7-4ad5-802c-3474249484b2.jpg
Mazda CX-5 175hp AWD(4x4),2014,"200,000 km",129 kW (173 Hp),"13.800
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/faaa7374-7d61-4a50-8ef6-dbfb871b0fae.jpg
SEAT Altea XL 1.9 TDI,2007,"250,000 km",77 kW (103 Hp),По Договор,Штип,//reklama5.mk/photos/big/a8dface6-0d2e-4dd9-b1a1-366554fab3d1.jpg
Mercedes Benz B180,2007,"250,000 km",109 kW (146 Hp),"11.111
 €",Велес,//reklama5.mk/photos/big/8af09bc0-696c-4bee-b286-246683069bd5.jpg
Audi a4 b6 1.9 tdi,2001,"300,000 km",96 kW (129 Hp),"3.200
 €",Бутел / Скопје,//reklama5.mk/photos/big/22e45885-871c-46ae-8543-b57acc98cc5f.jpg
MERCEDES BENZ E220 CDI,2011,"200,000 km",130 kW (174 Hp),"11.800
 €",Аеродром / Скопје,//reklama5.mk/photos/big/90027844-e51e-4681-8fa3-f0d0fa2cb869.jpg
VW Golf 6  1.6 tdi 77 kw,2009,"180,000 km",77 kW (103 Hp),"6.300
 €",Петровец / Скопје,//reklama5.mk/photos/big/b40073e8-9784-4d5f-9736-2476995835d3.jpg
Vw Passat 2011 2.0 Tdi 140 ks Voll Koza Navigacija ...,2011,"250,000 km",103 kW (138 Hp),"8.999
 €",Автокоманда / Скопје,//reklama5.mk/photos/big/50490e9a-8a63-48b2-8074-af6a9be0975d.jpg
Bmw 320,,,,"5.500
 €",Тетово,//reklama5.mk/photos/big/fa105023-b6bd-47de-baad-27696518dcf1.jpg
VOLKSWAGEN GOLF 6 2.0TDI,2009,"200,000 km",80 kW (107 Hp),"6.300
 €",Аеродром / Скопје,//reklama5.mk/photos/big/15112457-3eac-4813-8e9a-04ef32a1aef8.jpg
AUDI Q5 2.0 TFSI-e. 2021 GOD. 87.110km.,2021,"85,000 km",195 kW (261 Hp),"41.500
 €",Куманово,//reklama5.mk/photos/big/2d10207b-343a-435c-bef5-b9eb2e5f1746.jpg
PEUGEOT 2008 1.5 BlueHDi 130 Allure 2021 GOD.,2021,"150,000 km",96 kW (129 Hp),"19.900
 €",Куманово,//reklama5.mk/photos/big/f80bb3cb-b46c-4895-9212-36fe3fe78b92.jpg
AUDI Q8 55 TFSIe 2021 god. 43 501 km.,2022,"40,000 km",250 kW (335 Hp),"74.000
 €",Куманово,//reklama5.mk/photos/big/95123330-4832-4b78-9ba8-ae3714861ee4.jpg
Audi A6,2016,"250,000 km",160 kW (215 Hp),"26.000
 €",Гевгелија,//reklama5.mk/photos/big/00ee5868-9548-4c92-a887-3dabe31bccaf.jpg
NISSAN X-TRAIL 2002,2002,"300,000 km",74 kW (99 Hp),"4.000
 €",Босилово / Струмица,//reklama5.mk/photos/big/a5aa7b5c-25be-4148-88f7-d2adb299bd1e.jpg
Vw POLO 1.2tdi 75ks /Full oprema- Staklo - Kako NOVO,2011,"170,000 km",55 kW (74 Hp),"4.250
 €",Кавадарци,//reklama5.mk/photos/big/bac49c5d-004e-43e1-b47e-f8e79618b2f9.jpg
LAND ROVER DISCOVERY OFF ROAD,2000,"200,000 km",100 kW (134 Hp),"16.500
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/68519cce-3be4-4c7b-8abe-109e60da9e3a.jpg
VW ARTEON SB. DSG. 2022 GOD. 2.0 TDI.,2022,"100,000 km",110 kW (148 Hp),"32.700
 €",Куманово,//reklama5.mk/photos/big/1f8d8998-6951-42ce-88c0-c1d4263f98dd.jpg
VW TOURAN 2.0 TDI,2006,"300,000 km",105 kW (141 Hp),"4.500
 €",Гевгелија,//reklama5.mk/photos/big/4db3bac7-465f-44e9-83eb-40e9e43ec1cf.jpg
SEAT IBICA 1.4 BENZIN 2000 GOD,2000,"140,000 km",44 kW (59 Hp),"1.200
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/41d5a0a1-59e1-48f7-a637-57cfa2b94024.jpg
"Golf 7, 2.0 tdi, 4motion 4x4, HIGHLINE",2015,"170,000 km",110 kW (148 Hp),"10.300
 €",Струга,//reklama5.mk/photos/big/4eb80c2c-bdfe-4b1d-926c-4a3fbb07d9ee.jpg
MERCEDES-BENZ R 350CDI LONG 4Matic 7G-Tronic,2011,"200,000 km",195 kW (261 Hp),"13.500
 €",Куманово,//reklama5.mk/photos/big/ca48930e-c5c6-41e5-9d6e-82181bead51c.jpg
Audi A3 2.0 TDI 2013/14 Automatik,2014,"190,000 km",110 kW (148 Hp),"12.350
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/693b456a-7d78-4f18-bef5-e43e8e909646.jpg
Bmw 318d e90 2010,2010,"200,000 km",100 kW (134 Hp),"6.700
 €",Куманово,//reklama5.mk/photos/big/4add8b75-5c69-4ff9-8d1e-9df6178f1d95.jpg
Opel Astra J 1.7 cdti 110 ks 2011 god.,,,,"5.200
 €",Прилеп,//reklama5.mk/photos/big/60bbe75f-e29a-4ec0-9bd4-c7ecc796172d.jpg
VOLKSWAGEN PASSAT 2.0 TDI DSG 4X4 190 KS.2018 GOD.,2018,"170,000 km",140 kW (188 Hp),"21.500
 €",Куманово,//reklama5.mk/photos/big/6c711cdc-4264-4ce1-bc30-18a6ad8d03db.jpg
TOYOTA RAV 4,2016,"180,000 km",105 kW (141 Hp),"17.000
 €",Струмица,//reklama5.mk/photos/big/4f1d80f8-aaec-41b4-874e-52a697787804.jpg
POLO 1.2 TDI 2011,2011,"170,000 km",75 kW (101 Hp),"5.600
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/4f2580a1-32a9-4bea-aae6-a168e1551536.jpg
Mercedes B klasa 180 cdi 06 god.,2006,"200,000 km",80 kW (107 Hp),"4.500
 €",Кичево,//reklama5.mk/photos/big/69c8062c-de87-4e09-a164-e6ffd81a2ba2.jpg
Bmw 530 D Mpacket,2014,"200,000 km",258 kW (346 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/1e354f3e-83a8-4e9f-b8ae-e7d6edf20ee9.jpg
Golf 7 2.0 Tdi Highline 2013,2013,"200,000 km",150 kW (201 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/136bd32e-8c45-4963-b9c6-a2e83e3bfbb0.jpg
FORD GALAXY 2.0 TDCi 4x4 AUTOMATIK,2018,"170,000 km",132 kW (177 Hp),"17.000
 €",Кочани,//reklama5.mk/photos/big/190fcb49-f938-4674-8f6a-789ff27c5397.jpg
SEAT MI 1.0 BENZIN 75KS 2012 GODINA,2012,"160,000 km",55 kW (74 Hp),"5.200
 €",Кочани,//reklama5.mk/photos/big/95e35c7d-e91e-4fd7-8839-59c181b7b5de.jpg
SE PRODAVA MERCEDES B-KLASA,2006,"200,000 km",80 kW (107 Hp),"4.500
 €",Штип,//reklama5.mk/photos/big/23d7f785-2387-4312-a0af-302dee1012f9.jpg
"Wv automat 1,6 tdi Dsg 77 kw automat 7brz",2011,"250,000 km",105 kW (141 Hp),"8.999
 €",Куманово,//reklama5.mk/photos/big/d68de031-4a4f-4343-8c2e-e148d10ff6f5.jpg
Mercedes E 320 cdi,2007,"200,000 km",164 kW (220 Hp),"7.100
 €",Струмица,//reklama5.mk/photos/big/fcd44be3-bda7-4ac1-86fe-3cc7ce597011.jpg
Subary Justy 1.0 limousine,2009,"200,000 km",51 kW (68 Hp),"1
 €",Маврово и Ростуша / Гостивар,//reklama5.mk/photos/big/c843a58c-95f8-4a89-bd27-a03dbc7719c8.jpg
Volkswagen Passat CC 2.0 TDI Highline DSG 2009 170HP,2009,"300,000 km",125 kW (168 Hp),"10.199
 €",Битола,//reklama5.mk/photos/big/5d4fb843-47f5-4313-a611-5484343c74d3.jpg
"Se prodava Passat B6, 2.0 motor",2007,"190,000 km",103 kW (138 Hp),"5.500
 €",Радовиш,//reklama5.mk/photos/big/67bb5d64-61d4-4f94-94c8-25161e2d9127.jpg
Citroen xsara picasso,2000,"200,000 km",85 kW (114 Hp),"1.200
 €",Бутел / Скопје,//reklama5.mk/photos/big/9050a5a9-5dc6-4f8a-95be-bf9e4a353554.jpg
Audi  A4 1.9 TDI 90ka  2000god  Registrirana I servisirana O,2000,"250,000 km",66 kW (89 Hp),"1.900
 €",Крива Паланка,//reklama5.mk/photos/big/dbfa0d48-dfee-4c1e-bf5b-babd09485a46.jpg
GER  VW Golf 7 Lounge 2.0 TDI 2015,2015,"180,000 km",150 kW (201 Hp),"13.800
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/e40710cb-27a6-4b3e-b482-9045b7d586ed.jpg
Audi A5 2.0 TDI  2019,2019,"250,000 km",170 kW (228 Hp),"23.900
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/e4e29b0e-81e3-47ff-b5da-2441126e3c1e.jpg
VW Atlas 2020 R-Line Full Oprema Americka Registracija,2020,"75,000 km",206 kW (276 Hp),"30.000
 €",Свети Николе,//reklama5.mk/photos/big/1507c9ca-456e-4cc0-a8c7-e5ce87fdc39d.jpg
Ford EcoSport Titanium 1.0 Turbo Ecoboost,2014,"140,000 km",91 kW (122 Hp),"11.300
 €",Битола,//reklama5.mk/photos/big/c2a50657-24fb-467e-be74-e5ac665f009e.jpg
SEAT ARONA 1.5 TSI FR-LINE 150 KS.2022 GOD.,2022,"160,000 km",110 kW (148 Hp),"20.400
 €",Куманово,//reklama5.mk/photos/big/01f56729-9eea-4d51-b336-b753bfc7885f.jpg
Opel Astra H 2005god 1.7cdti,2005,"200,000 km",74 kW (99 Hp),"3.300
 €",Илинден / Скопје,//reklama5.mk/photos/big/47e60013-326c-4d62-ae4b-98add3c1fda2.jpg
OPEL CORSA 1.5 CDTI 102 KS.2021 GOD.,2021,"100,000 km",75 kW (101 Hp),"11.900
 €",Куманово,//reklama5.mk/photos/big/dc893116-68ad-4d4a-a427-032348523391.jpg
OPEL INSIGNIA 1.8 BENZIN-PLIN.  2016 GOD.,2016,"120,000 km",102 kW (137 Hp),"12.400
 €",Куманово,//reklama5.mk/photos/big/e2a45468-797d-4e18-95fb-753471e3f68e.jpg
"Skoda Kodiaq 2.0tdi 150ks DSG,7 Sedista,19g.",2019,"170,000 km",110 kW (148 Hp),"26.990
 €",Аеродром / Скопје,//reklama5.mk/photos/big/7340f650-117b-4b31-9f96-84cd2e1ae31b.jpg
Volkswagen Polo 1.2tdi 12g Bluemotion,2012,"190,000 km",55 kW (74 Hp),"5.800
 €",Аеродром / Скопје,//reklama5.mk/photos/big/a2e431e1-2116-4f74-8128-aabdbd7176b5.jpg
MINI COOPER ONE 1.4 BENZIN 2009 G. UVOZ OD 🇨🇭,2009,"160,000 km",70 kW (94 Hp),"3.500
 €",Велес,//reklama5.mk/photos/big/53cf5346-4448-4cda-946c-2af161860f00.jpg
ML,2014,"250,000 km",240 kW (322 Hp),"2
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/38a5a6cf-bfd9-4a73-9292-199ef2809492.jpg
FIAT FIORINO MULTIJET 1.3 - 55KW - FULL KASKO+REG. CELA GOD,2023,"20,000 km",55 kW (74 Hp),"14.300
 €",Кочани,//reklama5.mk/photos/big/b44821a4-5e4d-40c3-96e2-5aeeb759b00b.jpg
RENAULT LAGUNA III 1.5 DCI-110KS--REDIZAJN-MODEL 2011!!NOVA!,2011,"200,000 km",81 kW (109 Hp),"5.290
 €",Битола,//reklama5.mk/photos/big/841d237c-2a07-4968-85a8-66afd7350ddd.jpg
SEAT Altea XL 1.9 TDI,2007,"250,000 km",77 kW (103 Hp),По Договор,Штип,//reklama5.mk/photos/big/a8dface6-0d2e-4dd9-b1a1-366554fab3d1.jpg
AUDI A4,2009,"250,000 km",105 kW (141 Hp),"7.850
 €",Кочани,//reklama5.mk/photos/big/0b61c752-bbc1-4b18-a320-a8573380e4f6.jpg
Renault megane 1.6 16v 2005,2005,"250,000 km",83 kW (111 Hp),"1
 €",Илинден / Скопје,//reklama5.mk/photos/big/8090fe77-2c7c-447b-8e53-084f5de3b493.jpg
Peugeot 2008 1.6 hdi GT Line 2013,2013,"200,000 km",120 kW (161 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/a9d7f5e9-85af-493a-baa7-ffb74b8d00b9.jpg
Mazda,2015,"160,000 km",110 kW (148 Hp),"14.000
 €",Аеродром / Скопје,//reklama5.mk/photos/big/3c08629d-81f7-45a1-b36b-fa170b316437.jpg
Mercedes 190 2.0  1984 Oldtimer,1984,"35,000 km",90 kW (121 Hp),"8.000
 €",Тетово,//reklama5.mk/photos/big/e490607b-b243-4868-a8ec-c9d51951b805.jpg
HONDA CIVIC 1.8i V-TEC 140hp -07,2007,"200,000 km",103 kW (138 Hp),"5.200
 €",Берово,//reklama5.mk/photos/big/b84df3fa-b76b-4784-9cf9-2a2332606ee5.jpg
"Prodavam Mercedes GLA 220d 4matic, moze zamena",2014,"200,000 km",125 kW (168 Hp),"14.500
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/8df8abd9-1387-43b3-bd21-6724e5fe2294.jpg
VW GOLF 1.6 TDI 2018 GOD. 116KS.,2018,"120,000 km",85 kW (114 Hp),"14.900
 €",Куманово,//reklama5.mk/photos/big/862397ef-c287-4c4a-8979-7161eddb20bc.jpg
Citroën C2 | 1.4 бензин | 2006,2006,"170,000 km",54 kW (72 Hp),"2.300
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/4527bc68-7695-474b-81f1-bd01432d2312.jpg
